deep_capacity,coupling,single_frequency_objective,multi_frequency_objective
7.63455316576918,0.015842860249942203,202.81550422370833,969.07633589081
7.793520455319022,0.015842860249942203,202.7934803279608,969.1375651074445
7.9557977747551085,0.015842860249942203,202.77236900713115,969.1990714006088
8.12145404579007,0.015842860249942203,202.7521340486361,969.260790370514
8.290559625230065,0.015842860249942203,202.73274060245558,969.3226607969449
8.463186334856415,0.015842860249942203,202.71415513481557,969.3846245497843
8.639407491929441,0.015842860249942203,202.69634538306445,969.4466264984421
8.819297940327445,0.015842860249942203,202.67928031173065,969.5086144205518
9.00293408233407,0.015842860249942203,202.66293006978222,969.5705389102736
9.190393911087565,0.015842860249942203,202.6472659490713,969.6323532865179
9.381757043705656,0.015842860249942203,202.63226034395248,969.6940135013713
9.577104755100205,0.015842860249942203,202.6178867120805,969.7554780489907
9.776520012495926,0.015842860249942203,202.6041195363589,969.8167078752042
9.980087510667861,0.015842860249942203,202.59093428802902,969.877666288028
10.187893707912577,0.015842860249942203,202.57830739089903,969.9383188693018
10.40002686276835,0.015842860249942203,202.56621618666554,969.998633387605
10.616577071499952,0.015842860249942203,202.55463890133555,970.0585797126155
10.837636306363935,0.015842860249942203,202.54355461271888,970.1181297310366
11.063298454670692,0.015842860249942203,202.5329432189649,970.1772572642143
11.29365935865986,0.015842860249942203,202.52278540812537,970.2359379875406
11.528816856206015,0.015842860249942203,202.51306262873217,970.2941493517291
11.768870822371952,0.015842860249942203,202.5037570613387,970.3518705060303
