frequency,model,amplitude,phase_radians
0.004459627626819096,one effective reservoir,0.9996076521427075,-0.028013336685129585
0.004553199015418973,one effective reservoir,0.9995910252262933,-0.0286007920685716
0.0046487337080202565,one effective reservoir,0.999573694145176,-0.029200552998693213
0.004746272898439346,one effective reservoir,0.9995556291163558,-0.029812876361004177
0.004845858644816496,one effective reservoir,0.9995367991005208,-0.030438024347045387
0.004947533887750988,one effective reservoir,0.9995171717493443,-0.031076264560344135
0.005051342468816766,one effective reservoir,0.999496713350598,-0.03172787012424871
0.005157329149466571,one effective reservoir,0.99947538877099,-0.032393119791660104
0.005265539630332755,one effective reservoir,0.9994531613966371,-0.03307229805667776
0.005376020570933031,one effective reservoir,0.9994299930710774,-0.033765695268174155
0.005488819609789672,one effective reservoir,0.9994058440307212,-0.03447360774531272
0.005603985384970904,one effective reservoir,0.9993806728376388,-0.035196337895022266
0.005721567555063252,one effective reservoir,0.9993544363095813,-0.035934194331438664
0.0058416168205839124,one effective reservoir,0.9993270894471202,-0.03668749199732366
0.00596418494584246,one effective reservoir,0.9992985853577919,-0.037456552287469295
0.006089324781261197,one effective reservoir,0.9992688751771305,-0.038241703174093186
0.006217090286163827,one effective reservoir,0.999237907986464,-0.03904327933422874
0.006347536552042337,one effective reservoir,0.9992056307273464,-0.03986162227911252
0.0064807198263119705,one effective reservoir,0.9991719881124939,-0.04069708048556657
0.006616697536564722,one effective reservoir,0.9991369225330884,-0.041550009529373745
0.0067555283153316464,one effective reservoir,0.9991003739623059,-0.042420772220637906
0.006897272025364731,one effective reservoir,0.9990622798549245,-0.04330973874112028
0.007041989785449296,one effective reservoir,0.9990225750428572,-0.044217286783538916
0.007189743996757885,one effective reservoir,0.9989811916264588,-0.045143801692813706
0.007340598369757212,one effective reservoir,0.998938058861435,-0.046089676609237316
0.007494617951679602,one effective reservoir,0.9988931030411972,-0.047055312613546174
0.007651869154570825,one effective reservoir,0.9988462473744775,-0.04804111887386229
0.007812419783926502,one effective reservoir,0.9987974118580392,-0.04904751279447185
0.007976339067929281,one effective reservoir,0.9987465131442832,-0.05007492016640016
0.008143697687299471,one effective reservoir,0.9986934644035721,-0.051123775319737795
0.008314567805772064,one effective reservoir,0.9986381751810682,-0.05219452127766698
0.008489023101213154,one effective reservoir,0.9985805512478868,-0.05328760991212941
0.008667138797389234,one effective reservoir,0.9985204944463537,-0.05440350210107089
0.008848991696403146,one effective reservoir,0.998457902529156,-0.05554266788719105
0.009034660211810534,one effective reservoir,0.9983926689921618,-0.05670558663811669
0.009224224402431123,one effective reservoir,0.9983246829006855,-0.05789274720791046
0.009417766006869518,one effective reservoir,0.9982538287089621,-0.05910464809981751
0.009615368478760229,one effective reservoir,0.9981799860725968,-0.06034179763014134
0.009817117022752193,one effective reservoir,0.9981030296537411,-0.061604714093131396
0.01002309863124843,one effective reservoir,0.9980228289187444,-0.06289392592675427
0.010233402121916422,one effective reservoir,0.9979392479280281,-0.06420997187920607
0.010448118175985639,one effective reservoir,0.9978521451179164,-0.06555340117601423
0.010667339377348576,one effective reservoir,0.9977613730741575,-0.06692477368756161
0.01089116025248219,one effective reservoir,0.9976667782968626,-0.06832466009685198
0.011119677311206989,one effective reservoir,0.9975682009565833,-0.06975364206732157
0.01135298908830134,one effective reservoir,0.9974654746412461,-0.0712123124104851
0.011591196185988858,one effective reservoir,0.9973584260936568,-0.0727012752531867
0.011834401317317328,one effective reservoir,0.9972468749392817,-0.07422114620421011
0.012082709350447765,one effective reservoir,0.9971306334040166,-0.07577255251998159
0.012336227353872768,one effective reservoir,0.9970095060216398,-0.0773561332690799
0.012595064642583583,one effective reservoir,0.9968832893306567,-0.07897253949524512
0.012859332825205903,one effective reservoir,0.9967517715602301,-0.08062243437855693
0.013129145852124654,one effective reservoir,0.9966147323048983,-0.0823064933944274
0.013404620064618471,one effective reservoir,0.9964719421877796,-0.08402540447002832
0.013685874245025192,one effective reservoir,0.9963231625119647,-0.08577986813774695
0.013973029667959849,one effective reservoir,0.9961681448997972,-0.08757059768523451
0.014266210152607376,one effective reservoir,0.9960066309197546,-0.0893983193015828
0.01456554211611244,one effective reservoir,0.9958383517006377,-0.0912637722191314
0.014871154628089538,one effective reservoir,0.9956630275327912,-0.09316770885037605
0.015183179466276845,one effective reservoir,0.9954803674560796,-0.09511089491941274
0.015501751173357704,one effective reservoir,0.9952900688343641,-0.09709410958731467
0.015827007114974406,one effective reservoir,0.9950918169162234,-0.0991181455708015
0.016159087538959182,one effective reservoir,0.994885284381692,-0.10118380925351847
0.016498135635808004,one effective reservoir,0.9946701308747946,-0.10329192078920055
0.01684429760042316,one effective reservoir,0.9944460025216849,-0.10544331419595036
0.017197722695151393,one effective reservoir,0.9942125314342134,-0.10763883744081441
0.01755856331414469,one effective reservoir,0.9939693351987804,-0.109879352513789
0.017926975049071384,one effective reservoir,0.993716016350357,-0.11216573549033769
0.01830311675620613,one effective reservoir,0.993452161831593,-0.11449887658144815
0.01868715062492747,one effective reservoir,0.9931773424369688,-0.1168796801701984
0.019079242247652662,one effective reservoir,0.9928911122419862,-0.11930906483374513
0.019479560691239784,one effective reservoir,0.9925930080174534,-0.12178796334958403
0.019888278569888097,one effective reservoir,0.9922825486289527,-0.12431732268487
0.02030557211956795,one effective reservoir,0.9919592344216571,-0.12689810396751766
0.02073162127401231,one effective reservoir,0.9916225465907135,-0.1295312824377341
0.021166609742302837,one effective reservoir,0.9912719465374873,-0.13221784737856648
0.021610725088083777,one effective reservoir,0.9909068752120378,-0.1349588020239712
0.02206415881043799,one effective reservoir,0.990526752442282,-0.1377551634428382
0.022527106426459817,one effective reservoir,0.9901309762503948,-0.14060796239732495
0.022999767555560536,one effective reservoir,0.9897189221570953,-0.14351824317377498
0.023482346005542765,one effective reservoir,0.9892899424745831,-0.1464870633844155
0.023975049860480702,one effective reservoir,0.9888433655890005,-0.14951549373794212
0.024478091570444414,one effective reservoir,0.9883784952334347,-0.15260461777701825
0.024991688043106686,one effective reservoir,0.9878946097526073,-0.15575553158062697
0.02551606073727185,one effective reservoir,0.9873909613605537,-0.1589693434291268
0.02605143575836714,one effective reservoir,0.9868667753927561,-0.16224717342977715
0.026598043955937584,one effective reservoir,0.9863212495543672,-0.16559015310040906
0.027156121023186566,one effective reservoir,0.9857535531663506,-0.16899942490883024
